Date;Filière;Valeur
2025/03/27;"Température réalisée (°C)";10,46
2025/03/28;"Température réalisée (°C)";9,94
2025/03/29;"Température réalisée (°C)";9,71
2025/03/30;"Température réalisée (°C)";10,75
2025/03/31;"Température réalisée (°C)";11,34
2025/11/01;"Température réalisée (°C)";14,36
2025/11/02;"Température réalisée (°C)";12,07
2025/11/03;"Température réalisée (°C)";11,82
2025/11/04;"Température réalisée (°C)";12,3
2025/11/05;"Température réalisée (°C)";13,74
2025/11/06;"Température réalisée (°C)";13,07
2025/11/07;"Température réalisée (°C)";11,83
2025/11/08;"Température réalisée (°C)";10,87
2025/11/09;"Température réalisée (°C)";9,94
2025/11/10;"Température réalisée (°C)";9,95
2025/11/11;"Température réalisée (°C)";11,37
2025/11/12;"Température réalisée (°C)";12,93
2025/11/13;"Température réalisée (°C)";15
2025/11/14;"Température réalisée (°C)";15,78
2025/11/15;"Température réalisée (°C)";13,44
2025/11/16;"Température réalisée (°C)";11,47
2025/11/17;"Température réalisée (°C)";8,62
2025/11/18;"Température réalisée (°C)";4,76
2025/11/19;"Température réalisée (°C)";4,86
2025/11/20;"Température réalisée (°C)";3,51
2025/11/21;"Température réalisée (°C)";2,19
2025/11/22;"Température réalisée (°C)";1,05
2025/11/23;"Température réalisée (°C)";4,77
2025/11/24;"Température réalisée (°C)";8,23
2025/11/25;"Température réalisée (°C)";6,67
2025/11/26;"Température réalisée (°C)";4,91
2025/11/27;"Température réalisée (°C)";5,32
2025/11/28;"Température réalisée (°C)";7,43
2025/11/29;"Température réalisée (°C)";8,52
2025/11/30;"Température réalisée (°C)";6,89
2014/01/01;"Consommation journalière brute (GW)";56,0277426
2014/01/02;"Consommation journalière brute (GW)";59,897403
2014/01/03;"Consommation journalière brute (GW)";60,8854014
2014/01/04;"Consommation journalière brute (GW)";57,839073
2014/01/05;"Consommation journalière brute (GW)";57,5097402
2014/01/06;"Consommation journalière brute (GW)";63,602397
2014/01/07;"Consommation journalière brute (GW)";63,1083978
2014/01/08;"Consommation journalière brute (GW)";62,2850658
2014/01/09;"Consommation journalière brute (GW)";63,4377306
2014/01/10;"Consommation journalière brute (GW)";65,0020614
2014/01/11;"Consommation journalière brute (GW)";59,2387374
2014/01/12;"Consommation journalière brute (GW)";58,2919056
2014/01/13;"Consommation journalière brute (GW)";65,7430602
2014/01/14;"Consommation journalière brute (GW)";68,5835556
2014/01/15;"Consommation journalière brute (GW)";70,2302196
2014/01/16;"Consommation journalière brute (GW)";68,130723
2014/01/17;"Consommation journalière brute (GW)";66,6075588
2014/01/18;"Consommation journalière brute (GW)";61,0500678
2014/01/19;"Consommation journalière brute (GW)";58,250739
2014/01/20;"Consommation journalière brute (GW)";68,542389
2014/01/21;"Consommation journalière brute (GW)";71,5063842
2014/01/22;"Consommation journalière brute (GW)";72,2062164
2014/01/23;"Consommation journalière brute (GW)";71,218218
2014/01/24;"Consommation journalière brute (GW)";70,0243866
2014/01/25;"Consommation journalière brute (GW)";63,5612304
2014/01/26;"Consommation journalière brute (GW)";59,8150698
2014/01/27;"Consommation journalière brute (GW)";69,365721
2014/01/28;"Consommation journalière brute (GW)";72,453216
2014/01/29;"Consommation journalière brute (GW)";72,659049
2014/01/30;"Consommation journalière brute (GW)";71,5063842
2014/01/31;"Consommation journalière brute (GW)";72,0003834
2014/02/01;"Consommation journalière brute (GW)";64,9197282
2014/02/02;"Consommation journalière brute (GW)";62,1203994
2014/02/03;"Consommation journalière brute (GW)";69,5303874
2014/02/04;"Consommation journalière brute (GW)";69,5303874
2014/02/05;"Consommation journalière brute (GW)";70,7242188
2014/02/06;"Consommation journalière brute (GW)";69,6538872
2014/02/07;"Consommation journalière brute (GW)";66,4017258
2014/02/08;"Consommation journalière brute (GW)";62,6143986
2014/02/09;"Consommation journalière brute (GW)";60,5972352
2014/02/10;"Consommation journalière brute (GW)";67,2250578
2014/02/11;"Consommation journalière brute (GW)";69,9008868
2014/02/12;"Consommation journalière brute (GW)";70,0655532
2014/02/13;"Consommation journalière brute (GW)";69,6127206
2014/02/14;"Consommation journalière brute (GW)";68,3777226
2014/02/15;"Consommation journalière brute (GW)";59,4445704
2014/02/16;"Consommation journalière brute (GW)";57,2627406
2014/02/17;"Consommation journalière brute (GW)";64,4668956
2014/02/18;"Consommation journalière brute (GW)";66,7722252
2014/02/19;"Consommation journalière brute (GW)";65,5372272
2014/02/20;"Consommation journalière brute (GW)";64,3845624
2014/02/21;"Consommation journalière brute (GW)";64,5903954
2014/02/22;"Consommation journalière brute (GW)";59,9797362
2014/02/23;"Consommation journalière brute (GW)";55,0809108
2014/02/24;"Consommation journalière brute (GW)";61,5852336
2014/02/25;"Consommation journalière brute (GW)";64,014063
2014/02/26;"Consommation journalière brute (GW)";64,7962284
